"Find School/District Results"
"Your search returned         2334 result(s)."

"OrganizationType","District","OrganizationCode","OrganizationName","Street","City","State","ZIP","Phone","Fax","Website","Education Program","Program Type","School Type","Inter-District Magnet","NCES Code","Designated High School","Agricultural Science and Technology (ASTE)","Title I Type","State Board of Education Approved","For Profit","Pre Kindergarten","Kindergarten","Grade 1","Grade 2","Grade 3","Grade 4","Grade 5","Grade 6","Grade 7","Grade 8","Grade 9","Grade 10","Grade 11","Grade 12"
"Public Schools","Watertown School District",="1535111","Swift Middle School","250 Colonial St.","Oakville","CT","06779-2008","860-945-4830","860-945-6449","http://www.watertownps.org",,,"Traditional/General Education",,="090489001007",No,No,"Schoolwide",No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Program","Watertown School District",="1530911","Watertown Alternative Academy","76 Westbury Park Rd., Suite 205","Watertown","CT",="06795","860-945-4800","860-945-6990","http://watertownps.org",,"Alternative",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1",="1"
"Public Schools","Watertown School District",="1536111","Watertown High School","324 French St.","Watertown","CT","06795-2929","860-945-4810","860-945-3348","http://www.watertownps.org",,,"Traditional/General Education",,="090489001008",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public School Districts","Watertown School District",="1530011","Watertown School District","61 Echo Lake Road","Watertown","CT",="06795","860-945-4800","860-945-2775","http://www.watertownps.org",,,,,="0904890",No,No,,No,No,,,,,,,,,,,,,,
"Program","Watertown School District",="1530811","Watertown Transition Academy","76 Westbury Park Rd","Watertown","CT",="06795","860-417-3470",,"https://www.watertownps.org/o/wta/page/about-us",,"Public Transition Program",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1"
"Nonpublic Elementary and Secondary Schools","West Hartford",="1550361","American School for the Deaf","139 North Main Street","West Hartford","CT",="06107","860-570-2300","860-570-2201","http://www.asd-1817.org","APSEP",,,,,No,No,,Yes,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools","West Hartford",="1550561","Ben Bronz Academy","11 Wampanoag Drive","West Hartford","CT",="06117","860-236-5807","860-233-9945","http://www.benbronzacademy.org","APSEP",,,,,No,No,,No,No,="0",="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools","West Hartford",="1550121","CW Resources School to Work Transition Services - West Hartford","17A Andover Drive","West Hartford","CT",="06110","860-953-0747","860-953-1121","https://www.cwresources.org/","TVSP",,,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Nonpublic Elementary and Secondary Schools","West Hartford",="0646061","Futures School-West Hartford","1030 New Britain Ave","West Hartford","CT",="06110","860-347-5099","860-218-2853","https://futures-ct.org/futures-school/","APSEP",,,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools","West Hartford",="1550161","Gengras Center","1678 Asylum Avenue","West Hartford","CT",="06117","860-231-5616","860-231-6795","http://www.gengrascenter.org","APSEP",,,,,No,No,,No,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools","West Hartford",="1550261","Intensive Education Academy","840 North Main Street","West Hartford","CT",="06117","860-236-2049","860-231-2843","http://www.ie-academy.org/","APSEP",,,,,No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools","West Hartford",="1556321","Kingswood Oxford School","170 Kingswood Road","West Hartford","CT",="06119","860-233-9631","860-233-6502",,"Standard Non-Public",,,,,No,No,,Yes,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools","West Hartford",="1550821","Montessori School of Greater Hartford","141 North Main Street","West Hartford","CT",="06107","860-236-4565","860-586-7420",,"Standard Non-Public",,,,,No,No,,Yes,No,="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools","West Hartford",="1556721","New England Jewish Academy","300 Bloomfield Avenue","West Hartford","CT",="06117","860-231-0317","860-236-7623",,"Standard Non-Public",,,,,No,No,,Yes,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools","West Hartford",="1556521","Northwest Catholic High School","29 Wampanoag Drive","West Hartford","CT",="06117","860-236-4221","860-586-0911",,"Standard Non-Public",,,,,No,No,,Yes,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools","West Hartford",="1550861","PACES","139 North Main Street","West Hartford","CT",="06107","860-570-2300","860-570-2201","http://www.asd-1817.org","APSEP",,,,,No,No,,No,No,="0",="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools","West Hartford",="1550221","Renbrook School","2865 Albany Avenue","West Hartford","CT","06117-1899","860-236-1661","860-231-8206",,"Standard Non-Public",,,,,No,No,,Yes,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools","West Hartford",="1550621","Solomon Schechter Day School of Greater Hartford","26 Buena Vista Road","West Hartford","CT",="06107","860-561-0700","860-561-2329",,"Standard Non-Public",,,,,No,No,,Yes,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools","West Hartford",="1550421","St. Thomas the Apostle","25 Dover Road","West Hartford","CT",="06119","860-236-6257","860-236-8865","http://www.","Standard Non-Public",,,,,No,No,,Yes,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools","West Hartford",="1550521","St. Timothy Middle School","225 King Philip Drive","West Hartford","CT",="06117","860-236-0614","860-920-0293","http://www.","Standard Non-Public",,,,,No,No,,Yes,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Public Schools","West Hartford School District",="1551611","Aiken School","212 King Philip Dr.","West Hartford","CT","06117-1408","860-233-6994",,"http://aiken.whps.org",,,"Traditional/General Education",,="090492000004",No,No,,No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","West Hartford School District",="1550111","Alternative Educational Program","139 N. Main Street","West Hartford","CT",="06107","860-929-5950",,"https://www.whps.org",,"Expulsion Program",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1",="1"
"Program","West Hartford School District",="1559311","Braeburn Learning Center","45 Braeburn Rd","West Hartford","CT",="06107","860-561-2200",,,,"Special Education",,,="090492001705",No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","West Hartford School District",="1550211","Braeburn School","45 Braeburn Rd.","West Hartford","CT","06107-1605","860-561-2200",,"http://braeburn.whps.org",,,"Traditional/General Education",,="090492001009",No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","West Hartford School District",="1555311","Bristow Middle School","34 Highland St.","West Hartford","CT",="06102","860-231-2100",,"http://bristow.whps.org",,,"Traditional/General Education",,="090492001419",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Public Schools","West Hartford School District",="1550411","Bugbee School","1943 Asylum Ave.","West Hartford","CT","06117-3058","860-929-5500",,"http://bugbee.whps.org",,,"Traditional/General Education",,="090492001011",No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","West Hartford School District",="1550511","Charter Oak International Academy","425 Oakwood Ave.","West Hartford","CT",="06110","860-233-8506",,"http://charteroak.whps.org",,,"Intradistrict Magnet School",,="090492001012",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","West Hartford School District",="1556111","Conard High School","110 Beechwood Rd.","West Hartford","CT",="06107","860-231-5000",,"http://conard.whps.org",,,"Traditional/General Education",,="090492001013",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","West Hartford School District",="1550611","Duffy School","95 Westminster St.","West Hartford","CT","06107-3353","860-521-0110",,"http://duffy.whps.org",,,"Traditional/General Education",,="090492001014",No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","West Hartford School District",="1556211","Hall High School","975 North Main St.","West Hartford","CT","06117-2057","860-232-4561",,"http://hall.whps.org",,,"Traditional/General Education",,="090492001015",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","West Hartford School District",="1555111","King Philip Middle School","100 King Philip Dr.","West Hartford","CT","06117-1316","860-233-8236",,"http://kingphilip.whps.org",,,"Traditional/General Education",,="090492001017",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Program","West Hartford School District",="1559711","Morley Learning Center","77 Bretton Road","West Hartford","CT",="06119","860-233-8535","860-233-7705","http://www.whps.org",,"Special Education",,,,No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","West Hartford School District",="1550911","Morley School","77 Bretton Rd.","West Hartford","CT","06119-1209","860-233-8535",,"http://morley.whps.org",,,"Traditional/General Education",,="090492001018",No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","West Hartford School District",="1559411","Norfeldt Learning Center","35 Barksdale Rd","West Hartford","CT",="06117","860-233-4421",,,,"Special Education",,,="090492001681",No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","West Hartford School District",="1551011","Norfeldt School","35 Barksdale Rd.","West Hartford","CT","06117-1605","860-233-4421",,"http://norfeldt.whps.org",,,"Traditional/General Education",,="090492001019",No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","West Hartford School District",="1557311","REACH","110  Beechwood Rd","West Hartford","CT",="06107","860-231-6009",,"http://www.whps.org",,"Alternative",,,="090492001791",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","West Hartford School District",="1555211","Sedgwick Middle School","128 Sedgwick Rd.","West Hartford","CT","06107-3002","860-570-6500",,"http://sedgwick.whps.org",,,"Traditional/General Education",,="090492001021",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Public Schools","West Hartford School District",="1551711","Smith School","64 St. James St.","West Hartford","CT","06119-2325","860-236-3317",,"http://smith.whps.org",,,"Intradistrict Magnet School",,="090492001217",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","West Hartford School District",="1559211","Strive-West Hartford","151 North Main Street","West Hartford","CT",="06107","860-231-7945","860-231-8528",,,"Special Education",,,="090492001600",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","West Hartford School District",="1551211","Webster Hill School","125 Webster Hill Blvd.","West Hartford","CT",="06117","860-521-0320",,"http://websterhill.whps.org",,,"Traditional/General Education",,="090492001024",No,No,"Targeted Assistance",No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Adult Education Providers","West Hartford School District",="1550117","West Hartford Adult Education","50 South Main Street","West Hartford","CT",="06107","860-561-6900","860-561-6907","https://www.whlifelearn.org/",,,,,,No,No,,No,No,,,,,,,,,,,,,,
"Program","West Hartford School District",="1559011","West Hartford Post Secondary Transition Program - Cogswell","139 North Main Street","West Hartford","CT",="06107","860-929-5950","860-232-1734","https://www.whps.org/pupil-services/post-secondary",,"Public Transition Program",,,="090492001526",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Public School Districts","West Hartford School District",="1550011","West Hartford School District","50 South Main Street","West Hartford","CT",="06107","860-561-6600",,"http://www.whps.org/",,,,,="0904920",No,No,,No,No,,,,,,,,,,,,,,
"Program","West Hartford School District",="1559511","Whiting Lane Learning Center","47 Whiting Lane","West Hartford","CT",="06119","860-233-8541",,,,"Special Education",,,="090492001780",No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","West Hartford School District",="1551311","Whiting Lane School","47 Whiting Ln.","West Hartford","CT","06119-1642","860-233-8541",,"http://whitinglane.whps.org",,,"Traditional/General Education",,="090492001025",No,No,"Targeted Assistance",No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","West Hartford School District",="1559611","Wolcott Learning Center","71 Wolcott Rd","West Hartford","CT",="06110","860-561-2300",,,,"Special Education",,,="090492001790",No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","West Hartford School District",="1551511","Wolcott School","71 Wolcott Rd.","West Hartford","CT","06110-1764","860-561-2300",,"http://wolcott.whps.org",,,"Traditional/General Education",,="090492001026",No,No,"Targeted Assistance",No,No,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools","West Haven",="0150782","Marrakech, Inc. - Island Lane Transitional Program","450 Island Lane","West Haven","CT",="06516","203-389-2970 x1112","203-397-0658","https://www.marrakechinc.org/","TVSP",,,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Nonpublic Elementary and Secondary Schools","West Haven",="1566121","Notre Dame High School","1 Notre Dame Way","West Haven","CT",="06516","203-933-1673","203-933-2474","http://www","Standard Non-Public",,,,,No,No,,Yes,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools","West Haven",="1565221","St. Lawrence School-West Haven","231 Main Street","West Haven","CT",="06516","203-933-2518","203-933-2058",,"Standard Non-Public",,,,,No,No,,Yes,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools","West Haven",="1560121","The West Haven Community House","227 Elm Street","West Haven","CT",="06516","203-934-5221","203-937-9052","http://www.whcommunityhouse.org/","TVSP",,,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Public Schools","West Haven School District",="1560811","Alma E. Pagels School","26 Benham Hill Rd.","West Haven","CT","06516-6545","203-931-6840","203-931-6844","http://www.whschools.org",,,"Traditional/General Education",,="090495001027",No,No,,No,No,="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Program","West Haven School District",="1560711","Blended","1 McDonough Plaza","West Haven","CT",="06516","203-937-4360","203-937-4370","http://www.whschools.org",,"Dropout Diversion/Credit Recovery",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","West Haven School District",="1565311","Carrigan 5/6 Intermediate School","2 Tetlow St.","West Haven","CT","06516-1819","203-937-4390","203-937-4393","http://www.whschools.org",,,"Traditional/General Education",,="090495001037",No,No,"Schoolwide",No,No,="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0"
"Public Schools","West Haven School District",="1560611","Edith E. Mackrille School","806 Jones Hill Rd.","West Haven","CT","06516-5699","203-931-6820","203-931-6823","http://www.whschools.org",,,"Traditional/General Education",,="090495001033",No,No,,No,No,="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","West Haven School District",="1560311","Forest School","95 Burwell Rd.","West Haven","CT","06516-1299","203-931-6800","203-931-6803","http://www.whschools.org",,,"Traditional/General Education",,="090495001035",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","West Haven School District",="1565111","Harry M. Bailey Middle School","106 Morgan Ln.","West Haven","CT","06516-6299","203-937-4380","203-937-4385","http://whschools.org",,,"Traditional/General Education",,="090495001036",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0"
"Program","West Haven School District",="1560111","Life Skills","2 Tetlow Street","West Haven","CT",="06516","203-937-4333","203-937-4312","http://www.whschools.org",,"Special Education",,,="090495001799",No,No,,No,No,="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="0",="0",="0",="0"
